Company_name,Headline,Date,Link,Article
nytimes,Man Accused in Plot to Assassinate Sikh Separatist Pleads Not Guilty,"June 17, 2024",https://www.nytimes.com/2024/06/17/nyregion/nikhil-gupta-india-assassination-plot.html,"An Indian man pleaded not guilty on Monday to charges of orchestrating a failed assassination plot against a Sikh separatist in New York, a plan that prosecutors say he devised on behalf of an unnamed official in India’s government. The defendant, Nikhil Gupta, 52, was arrested in the Czech Republic a year ago, and was extradited last week to make his first appearance in Manhattan federal court. He is accused of trying to arrange the murder of Gurpatwant Singh Pannun, an American citizen and lawyer for a New York-based Sikh secessionist group. The murder attempt, which played out against a backdrop of doubt about India’s commitment to democracy, spanned several countries and mirrored the successful killing of another separatist in Canada, prosecutors say. On Monday morning, Mr. Gupta entered the Lower Manhattan courtroom in a blue cardigan and yellow patterned shirt and appeared relaxed as he spoke to his lawyer, Jeffrey Chabrowe, at the defense table. He has been held at the Metropolitan Detention Center in Brooklyn since landing in the United States on Friday afternoon. In a statement to reporters after the arraignment, Mr. Chabrowe called the case a “complex matter"" for India and the United States. “Background and details will develop that may cast government allegations into an entirely new light,” he said. Mr. Gupta is charged with murder for hire and conspiracy to commit murder for hire. If convicted, he would face a maximum of 10 years in prison for each charge. He was sent back to the detention center after Monday’s arraignment and is set to appear in court again on June 28. In a statement Monday, Attorney General Merrick B. Garland said Mr. Gupta will “now face justice” in an American courtroom. “This extradition makes clear that the Justice Department will not tolerate attempts to silence or harm American citizens,” he said. In an indictment unsealed in November, Manhattan federal prosecutors described an audacious plot that began around May 2023 when an Indian government employee enlisted Mr. Gupta to organize the killing of Mr. Pannun, who was living in New York at the time. Mr. Pannun is the general counsel of Sikhs for Justice, an organization that supports the secession of Punjab, a state in northern India. He is a vocal critic of the Indian government and has been banned from the country, prosecutors say. Mr. Gupta, who lived in India, had told the government official about “his involvement in international narcotics and weapons trafficking,” according to the indictment. At the direction of the Indian government employee, Mr. Gupta contacted a man who he believed would help him hire a hit man in New York, but who was, in fact, an agent for the American government. That agent introduced Mr. Gupta to an undercover Drug Enforcement Administration officer who pretended to be the hit man. In deals brokered by Mr. Gupta, the Indian government official agreed to pay the D.E.A. officer $100,000 to kill Mr. Pannun, including a $15,000 cash advance for the job, prosecutors said. Mr. Gupta then shared personal information about Mr. Pannun with the undercover officer, including Mr. Pannun’s address in New York and his phone number. When the Indian official asked for updates, Mr. Gupta relayed surveillance photos of Mr. Pannun that the agent had sent him. Mr. Gupta instructed the undercover officer to carry out the assassination as soon as possible, but asked him not to do it around the time of high-level meetings between U.S. and Indian officials, according to the indictment. Prime Minister Narendra Modi visited Washington and met with President Biden in June 2023. Then, prosecutors said, on June 18 of that year, gunmen killed Hardeep Singh Nijjar, another Sikh separatist leader, in British Columbia, Canada. Mr. Nijjar knew Mr. Pannun and was also an outspoken critic of the Indian government. Soon after, prosecutors said, Mr. Gupta told the undercover officer that Mr. Nijjar “was also the target” and that “we have so many targets.” Mr. Gupta then told the officer — the pretend hit man — that there was “now no need to wait” to kill Mr. Pannun, prosecutors said. On Monday, Mr. Pannun said in a statement that he had “full faith” that the United States would hold Mr. Gupta and his co-conspirators accountable. “The attempt on my life on American soil is the blatant case of India’s transnational terrorism challenging America’s sovereignty and unequivocally proves that Modi’s India believes in using violence to suppress the dissenting political opinion,” he said. A spokesman for the Indian Embassy in Washington, D.C., could not immediately be reached for comment on Monday. Mr. Gupta’s case has threatened to complicate the delicate relations among Washington, Ottawa and New Delhi. During his presidency, Mr. Biden has courted India’s leaders to counter the influence of Russia and China, despite growing concerns about India’s commitment to democracy. Mr. Modi, who has been in office since 2014, was re-elected as India’s prime minister in June, even as his Bharatiya Janata Party lost its majority in Parliament."
nytimes,Multiple People Killed in India Train Crash,"June 17, 2024",https://www.nytimes.com/video/world/asia/100000009525549/india-train-crash-west-bengal.html,
nytimes,Train Crash in India Leaves at Least 8 Dead and Dozens Injured,"June 17, 2024",https://www.nytimes.com/2024/06/17/world/asia/india-train-crash.html,
nytimes,"G7 Leaders, Expanding the Circle, Shift Focus to Migration and the South","June 14, 2024",https://www.nytimes.com/2024/06/14/world/europe/g7-summit-ai-china-india.html,
nytimes,Fire in Kuwait Worker Housing Leaves at Least 49 Dead,"June 12, 2024",https://www.nytimes.com/2024/06/12/world/middleeast/fire-kuwait-migrant-worker-housing.html,"At least 49 people were killed and dozens of others injured in the Persian Gulf country of Kuwait, the state news agency said, when a fire broke out on Wednesday in a building that housed scores of low-income workers, many of them Indian nationals. The fire began during the morning in a coastal area called Mangaf, about half an hour’s drive from the center of the capital, Kuwait City. The Kuwaiti authorities have held the building owner for questioning as they investigate the cause of the fire and try to determine whether “any shortcoming or neglect” played a role, the state news agency reported. The authorities promised to begin a campaign to tackle building code violations. The public prosecutor’s office also planned to inspect the site and interview survivors. Speaking to journalists at the site of the fire, Sheikh Fahad Yusuf Al Sabah — Kuwait’s deputy prime minister and interior minister — blamed “the greed of property owners” for the disaster and said that the owner of the company employing the workers would also be detained, the Reuters news agency and Kuwaiti newspapers reported. Jayashankar, an Indian salesman who survived the fire, said that he awoke to screams around 4 a.m. local time. He and his roommates opened the door to their fourth-floor apartment and found that thick black smoke had enveloped the corridor, burning their lungs, he said in a phone interview, asking to be identified by his first name only for fear of retribution. Instead of trying to escape, he said, they locked the door, opened a window and waited for help. Two of his roommates who left the apartment to find an exit later died, he said. Witnesses told local news outlets that the fire had begun at the bottom of the seven-story building, sending smoke billowing upward. In a televised interview, an official in Kuwait’s firefighting force, Col. Sayed Hassan Al-Moussawi, said, “In a building like this, you’re supposed to go up to the roof, but unfortunately the door to the roof was locked.” Ramesh, an Indian worker who lives in a building next door and who also asked to be identified only by his first name for fear of retribution, said in an interview that he saw people trying to jump out of windows to escape. The fire’s high death toll highlighted the perils faced by low-income immigrants to Gulf countries, who often toil under exploitative contracts and live in overcrowded housing, with regulatory protections that are limited or poorly enforced. Foreigners make up about two-thirds of the population of Kuwait, an oil-rich nation with one of the world’s largest sovereign wealth funds. Many are low-paid workers from South Asian countries who perform jobs including construction, restaurant service and street cleaning. More than 50 people hurt during the fire were sent to hospitals around Kuwait, with injuries including burns, broken bones from jumping out of the building and carbon monoxide poisoning from smoke inhalation, the Ministry of Health said in a statement. Nine were in critical condition, it said. Many of the workers affected were from India, the country’s embassy in Kuwait said on social media. On Wednesday, India’s ambassador to Kuwait, Adarsh Swaika, visited several hospitals where workers were taken, the embassy said in its posts. In a post on X, Prime Minister Narendra Modi of India said that the fire was “saddening” and that the Indian Embassy would monitor the situation closely and work with the authorities “to assist the affected.” In a video published by the Kuwaiti news media, Sheikh Fahad was shown at the location of the fire, questioning an unidentified man about who lived in the building. The man told him that 196 people had lived there. The video cut off after Sheikh Fahad told the authorities to detain the man for questioning. Officials working in the municipality overseeing the area were also suspended from work pending an investigation, Kuwait’s state news agency reported. Building codes in Gulf countries are often laxly put in place, and smoke detectors and fire escapes are not common in residential properties. At the site of the fire on Wednesday afternoon, municipal employees were already putting up notices of violations on nearby buildings, including for partitioning rooms with gypsum board. Mangaf is predominantly inhabited by migrant workers, with apartment blocks housing men from India, Bangladesh and Egypt. Interviewed by The New York Times near the fire location, workers who lived nearby gave varying accounts of the numbers of men typically housed in each room, ranging from three to 12. Jayashankar, the survivor, said that nine people, all Indians, had shared his three-bedroom apartment. The building bore a sign saying it was a workers’ camp for a company called NBTC Group, a contracting firm headquartered in Kuwait with business in construction, industry, logistics and related fields. Phone calls to the company on Wednesday went unanswered, and an employee at the company’s offices said that staff members had been detained by officials that day. Another Indian worker who lived on the second floor of the building said that he and his roommates had survived because they had been out working an overnight shift. The worker, Sami, 45, who also asked to be identified only by his first name for fear of retribution, said he had not yet been able to go inside to retrieve his belongings and inspect the damage because the police had closed off entrances to the building. Shahrukh Kha, who is from Bihar, India, said that he had spent all day trying to reach his brother, Kalu, who lived in the building, but that his brother’s phone was off. “We have not gotten any kind of information about whether he is injured or dead,” he said in a phone interview. Kalu Kha, a 30-year-old salesman who works in a fruit and vegetable shop, had been planning to travel home to India next month, his brother said; his wedding date is set for July 22."
nytimes,Man Accused in Plot to Assassinate Sikh Separatist Pleads Not Guilty,"June 17, 2024",https://www.nytimes.com/2024/06/17/nyregion/nikhil-gupta-india-assassination-plot.html,"An Indian man pleaded not guilty on Monday to charges of orchestrating a failed assassination plot against a Sikh separatist in New York, a plan that prosecutors say he devised on behalf of an unnamed official in India’s government. The defendant, Nikhil Gupta, 52, was arrested in the Czech Republic a year ago, and was extradited last week to make his first appearance in Manhattan federal court. He is accused of trying to arrange the murder of Gurpatwant Singh Pannun, an American citizen and lawyer for a New York-based Sikh secessionist group. The murder attempt, which played out against a backdrop of doubt about India’s commitment to democracy, spanned several countries and mirrored the successful killing of another separatist in Canada, prosecutors say. On Monday morning, Mr. Gupta entered the Lower Manhattan courtroom in a blue cardigan and yellow patterned shirt and appeared relaxed as he spoke to his lawyer, Jeffrey Chabrowe, at the defense table. He has been held at the Metropolitan Detention Center in Brooklyn since landing in the United States on Friday afternoon. In a statement to reporters after the arraignment, Mr. Chabrowe called the case a “complex matter"" for India and the United States. “Background and details will develop that may cast government allegations into an entirely new light,” he said. Mr. Gupta is charged with murder for hire and conspiracy to commit murder for hire. If convicted, he would face a maximum of 10 years in prison for each charge. He was sent back to the detention center after Monday’s arraignment and is set to appear in court again on June 28. In a statement Monday, Attorney General Merrick B. Garland said Mr. Gupta will “now face justice” in an American courtroom. “This extradition makes clear that the Justice Department will not tolerate attempts to silence or harm American citizens,” he said. In an indictment unsealed in November, Manhattan federal prosecutors described an audacious plot that began around May 2023 when an Indian government employee enlisted Mr. Gupta to organize the killing of Mr. Pannun, who was living in New York at the time. Mr. Pannun is the general counsel of Sikhs for Justice, an organization that supports the secession of Punjab, a state in northern India. He is a vocal critic of the Indian government and has been banned from the country, prosecutors say. Mr. Gupta, who lived in India, had told the government official about “his involvement in international narcotics and weapons trafficking,” according to the indictment. At the direction of the Indian government employee, Mr. Gupta contacted a man who he believed would help him hire a hit man in New York, but who was, in fact, an agent for the American government. That agent introduced Mr. Gupta to an undercover Drug Enforcement Administration officer who pretended to be the hit man. In deals brokered by Mr. Gupta, the Indian government official agreed to pay the D.E.A. officer $100,000 to kill Mr. Pannun, including a $15,000 cash advance for the job, prosecutors said. Mr. Gupta then shared personal information about Mr. Pannun with the undercover officer, including Mr. Pannun’s address in New York and his phone number. When the Indian official asked for updates, Mr. Gupta relayed surveillance photos of Mr. Pannun that the agent had sent him. Mr. Gupta instructed the undercover officer to carry out the assassination as soon as possible, but asked him not to do it around the time of high-level meetings between U.S. and Indian officials, according to the indictment. Prime Minister Narendra Modi visited Washington and met with President Biden in June 2023. Then, prosecutors said, on June 18 of that year, gunmen killed Hardeep Singh Nijjar, another Sikh separatist leader, in British Columbia, Canada. Mr. Nijjar knew Mr. Pannun and was also an outspoken critic of the Indian government. Soon after, prosecutors said, Mr. Gupta told the undercover officer that Mr. Nijjar “was also the target” and that “we have so many targets.” Mr. Gupta then told the officer — the pretend hit man — that there was “now no need to wait” to kill Mr. Pannun, prosecutors said. On Monday, Mr. Pannun said in a statement that he had “full faith” that the United States would hold Mr. Gupta and his co-conspirators accountable. “The attempt on my life on American soil is the blatant case of India’s transnational terrorism challenging America’s sovereignty and unequivocally proves that Modi’s India believes in using violence to suppress the dissenting political opinion,” he said. A spokesman for the Indian Embassy in Washington, D.C., could not immediately be reached for comment on Monday. Mr. Gupta’s case has threatened to complicate the delicate relations among Washington, Ottawa and New Delhi. During his presidency, Mr. Biden has courted India’s leaders to counter the influence of Russia and China, despite growing concerns about India’s commitment to democracy. Mr. Modi, who has been in office since 2014, was re-elected as India’s prime minister in June, even as his Bharatiya Janata Party lost its majority in Parliament."
nytimes,Multiple People Killed in India Train Crash,"June 17, 2024",https://www.nytimes.com/video/world/asia/100000009525549/india-train-crash-west-bengal.html,
nytimes,Train Crash in India Leaves at Least 8 Dead and Dozens Injured,"June 17, 2024",https://www.nytimes.com/2024/06/17/world/asia/india-train-crash.html,"A freight train collided with a passenger train in eastern India on Monday, killing at least eight people and injuring 50 others, officials said. The episode occurred at around 9 a.m. when the Kanchanjunga Express, which was carrying passengers to the state of West Bengal from the state of Tripura, was leaving the Rangapani station. Four coaches of the popular and often-crowded passenger train derailed when it was rammed from behind by the commercial train. Images from the accident site showed one of the passenger coaches lifted off the railway track and balancing on a coach of the freight train. The death toll was likely to rise. Local news outlets, citing police officials, reported at least 15 people dead. The driver and the assistant driver of the freight train and a guard on the passenger train were among those killed. Jaya Varma Sinha, the chairperson of India’s railway board, said rescue operations were completed. Ashwini Vaishnaw, India’s railway minister, was en route to the site. The relatively low number of casualties could be attributed to the fact that the rear portion of the Kanchanjunga Express, which took the biggest impact from the collision, comprised cargo coaches and the guard’s coach. Passengers were in compartments far forward from the impact. While an investigation has been ordered to look into the cause of the collision, Ms. Sinha said human error such as disregarding a railway signal could have caused the crash. The accident again brings to the fore the issue of rail safety in a country whose millions of poor residents rely on railways for transport. India’s rail network is one of the world’s largest and is crucial to the country’s economy and its people’s lives and livelihood. The country has, in recent years, invested heavily on rail safety after a long history of deadly accidents. Although the overall number of rail accidents has lessened over the past decade, incidents with mass casualties have persisted. Last June, 290 people were killed when two passenger trains collided after one of them struck a stationary freight train at full speed and derailed in the state of Odisha. After that incident, opposition leaders demanded the resignation of Mr. Vaishnaw, the railway minister. He has said he was trying to expand a safety system, called Kavach, that is meant to prevent accidents when two trains are moving on the same track. Ms. Sinha said the technology had not yet been deployed on the route of the Kanchanjunga Express."
nytimes,"G7 Leaders, Expanding the Circle, Shift Focus to Migration and the South","June 14, 2024",https://www.nytimes.com/2024/06/14/world/europe/g7-summit-ai-china-india.html,"The Group of 7 countries threw open the doors of their club on Friday to India, Brazil, Turkey and other non-Western countries, acknowledging a shifting global landscape as they tried to enlist these nations’ leaders in causes ranging from climate change to managing the economic competition with China. While diplomats from the Group of 7 hammered out a communiqué that pledged support for Ukraine in its war against Russia and greater ambition in curbing carbon emissions, the focus was on Prime Minister Narendra Modi of India, President Luiz Inácio Lula da Silva of Brazil and other leaders from outside the G7, whose support is increasingly critical to achieving any of these goals. Among the thorny questions on the second day of the summit: migration, which has helped fuel a recent resurgence of populism and far-right parties in Europe and the United States. The leaders also discussed the war in Gaza and China’s state subsidies of industries like electric vehicles, which has prompted the United States and the European Union to impose tariffs on Chinese exports. Prime Minister Giorgia Meloni of Italy, who is hosting the gathering, said the goal of her expanded guest list was to “strengthen dialogue with the nations of the Global South.” She insisted that the Group of 7 was “not a fortress closed in itself” but “an offer of values that we open to the world.” Ms. Meloni recruited Pope Francis to speak to the leaders about the dangers posed by artificial intelligence. Francis urged them to regulate the technology, of which he was himself a victim when A.I.-generated fake images of him clad in a white puffer jacket and a jewel-encrusted crucifix went viral last year. “The benefits and the damages it causes will depend on the way it is used,” the pope declared, warning of the risks of A.I.’s uncontrolled development. He called for lethal autonomous weapons, which are unmanned and uncontrolled by a human hand, to be banned, saying, “No machine should ever decide whether to take the life of a human being away.” The pope’s appearance was the emotional highlight of a day of carefully staged summitry that seemed to concede that the West is less dominant demographically and economically than in the past — and that it is listening to calls for more equity and balance in global decision-making. As Ms. Meloni guided the pope, in a wheelchair, around a circular table to meet the leaders, he was greeted by a visibly moved President Biden and got an enthusiastic hug from Argentina’s flamboyant president, Javier Milei, whose election last November was viewed as another sign of the rising tide of populism across the Americas and Europe. This is not the first time non-Western leaders have been invited to a Group of 7 meeting, but rarely have they been so conspicuous. In part that reflects the issues that Ms. Meloni has highlighted: Africa and the Mediterranean. The leaders of Algeria, Kenya and Tunisia were on hand at a luxury resort hotel on Italy’s southern coast, as was President Recep Tayyip Erdogan of Turkey. “Inviting key developing country leaders reflects the reality that confronting China and Russia requires the cooperation of more than the G7,” said Daniel M. Price, who was a top trade adviser to President George W. Bush. “And Brazil, India and Turkey are as concerned about Chinese predatory trade practices and overcapacity as are Japan, Europe and the U.S.” The final G7 communiqué voiced concern about what the leaders called China’s “persistent industrial targeting and comprehensive nonmarket policies and practices that are leading to global spillovers, market distortions and harmful overcapacity.” The communiqué endorsed Mr. Biden’s effort to broker a cease-fire between Israel and Hamas in Gaza. France and Canada had pushed for stronger language on Israel’s conduct of the war, according to people familiar with the negotiations, but the United States and Germany resisted. In a victory for Ms. Meloni, a conservative who opposes abortion, the communiqué did not include an explicit reference to abortion, in a passage that pledged to promote “comprehensive sexual and reproductive health and rights for all.” A communiqué released by the Group of 7 leaders after their last summit in Hiroshima, Japan, referred specifically to abortion rights. The issue injected a briefly discordant note into the gathering after President Emmanuel Macron of France told an Italian journalist that some politicians did not share France’s “vision of equality between women and men.” Ms. Meloni criticized Mr. Macron, who recently called a snap parliamentary election, as seeking to politicize the issue at a “precious forum like the G7.” For the most part, however, the meeting underscored harmony among the leaders, many of whom are embattled by their own domestic politics. It also served as a platform for Ms. Meloni, 47, who has overcome initial qualms about her political roots in a party built on the ashes of fascism to win respect for her steadfast support of Ukraine. Presiding over the two days of meetings, she was able to put a spotlight on several of her pet issues. How to control migration has vexed the United States and Europe, compounded by the effects of climate change and warfare in Afghanistan, the Middle East and Ukraine. It is a particularly delicate issue for Ms. Meloni, who has campaigned hard to fight what she has called “uncontrolled immigration” to Italy and other parts of Europe from Africa and the Middle East. While Europe has welcomed thousands of Ukrainians, especially women and children, fleeing the Russian invasion, Ukrainian officials have urged European countries to help them repatriate men of fighting age. “Turkey is a critical player on global migration,” said Peter Westmacott, who served as Britain’s ambassador to Turkey, France and the United States. He noted that there are about three million Syrian refugees in Turkey, as well as hundreds of thousands of Iraqi Kurds and Afghans. “If Europe wants to control migration from these countries,” Mr. Westmacott said, “Turkey is an indispensable partner.” Mr. Erdogan, he said, could also yet play a role in brokering an end to Ukraine’s war with Russia. As a Black Sea power, Turkey has kept open its commercial and political links to Russia. But it is also a NATO member and has supplied cheap, highly effective drones to help the Ukrainian resistance. Some of the invitations reflected diplomatic protocol, according to Italian officials. Brazil, India and South Africa were automatically included as current or future presidents of the Group of 20 industrialized nations. Argentina was invited, these officials said, because Mr. Milei has recognized the connections and interdependence between East and West. He and Ms. Meloni have also cultivated close personal ties, sharing a right-wing populism that includes opposition to abortion and gay rights."
nytimes,Fire in Kuwait Worker Housing Leaves at Least 49 Dead,"June 12, 2024",https://www.nytimes.com/2024/06/12/world/middleeast/fire-kuwait-migrant-worker-housing.html,"At least 49 people were killed and dozens of others injured in the Persian Gulf country of Kuwait, the state news agency said, when a fire broke out on Wednesday in a building that housed scores of low-income workers, many of them Indian nationals. The fire began during the morning in a coastal area called Mangaf, about half an hour’s drive from the center of the capital, Kuwait City. The Kuwaiti authorities have held the building owner for questioning as they investigate the cause of the fire and try to determine whether “any shortcoming or neglect” played a role, the state news agency reported. The authorities promised to begin a campaign to tackle building code violations. The public prosecutor’s office also planned to inspect the site and interview survivors. Speaking to journalists at the site of the fire, Sheikh Fahad Yusuf Al Sabah — Kuwait’s deputy prime minister and interior minister — blamed “the greed of property owners” for the disaster and said that the owner of the company employing the workers would also be detained, the Reuters news agency and Kuwaiti newspapers reported. Jayashankar, an Indian salesman who survived the fire, said that he awoke to screams around 4 a.m. local time. He and his roommates opened the door to their fourth-floor apartment and found that thick black smoke had enveloped the corridor, burning their lungs, he said in a phone interview, asking to be identified by his first name only for fear of retribution. Instead of trying to escape, he said, they locked the door, opened a window and waited for help. Two of his roommates who left the apartment to find an exit later died, he said. Witnesses told local news outlets that the fire had begun at the bottom of the seven-story building, sending smoke billowing upward. In a televised interview, an official in Kuwait’s firefighting force, Col. Sayed Hassan Al-Moussawi, said, “In a building like this, you’re supposed to go up to the roof, but unfortunately the door to the roof was locked.” Ramesh, an Indian worker who lives in a building next door and who also asked to be identified only by his first name for fear of retribution, said in an interview that he saw people trying to jump out of windows to escape. The fire’s high death toll highlighted the perils faced by low-income immigrants to Gulf countries, who often toil under exploitative contracts and live in overcrowded housing, with regulatory protections that are limited or poorly enforced. Foreigners make up about two-thirds of the population of Kuwait, an oil-rich nation with one of the world’s largest sovereign wealth funds. Many are low-paid workers from South Asian countries who perform jobs including construction, restaurant service and street cleaning. More than 50 people hurt during the fire were sent to hospitals around Kuwait, with injuries including burns, broken bones from jumping out of the building and carbon monoxide poisoning from smoke inhalation, the Ministry of Health said in a statement. Nine were in critical condition, it said. Many of the workers affected were from India, the country’s embassy in Kuwait said on social media. On Wednesday, India’s ambassador to Kuwait, Adarsh Swaika, visited several hospitals where workers were taken, the embassy said in its posts. In a post on X, Prime Minister Narendra Modi of India said that the fire was “saddening” and that the Indian Embassy would monitor the situation closely and work with the authorities “to assist the affected.” In a video published by the Kuwaiti news media, Sheikh Fahad was shown at the location of the fire, questioning an unidentified man about who lived in the building. The man told him that 196 people had lived there. The video cut off after Sheikh Fahad told the authorities to detain the man for questioning. Officials working in the municipality overseeing the area were also suspended from work pending an investigation, Kuwait’s state news agency reported. Building codes in Gulf countries are often laxly put in place, and smoke detectors and fire escapes are not common in residential properties. At the site of the fire on Wednesday afternoon, municipal employees were already putting up notices of violations on nearby buildings, including for partitioning rooms with gypsum board. Mangaf is predominantly inhabited by migrant workers, with apartment blocks housing men from India, Bangladesh and Egypt. Interviewed by The New York Times near the fire location, workers who lived nearby gave varying accounts of the numbers of men typically housed in each room, ranging from three to 12. Jayashankar, the survivor, said that nine people, all Indians, had shared his three-bedroom apartment. The building bore a sign saying it was a workers’ camp for a company called NBTC Group, a contracting firm headquartered in Kuwait with business in construction, industry, logistics and related fields. Phone calls to the company on Wednesday went unanswered, and an employee at the company’s offices said that staff members had been detained by officials that day. Another Indian worker who lived on the second floor of the building said that he and his roommates had survived because they had been out working an overnight shift. The worker, Sami, 45, who also asked to be identified only by his first name for fear of retribution, said he had not yet been able to go inside to retrieve his belongings and inspect the damage because the police had closed off entrances to the building. Shahrukh Kha, who is from Bihar, India, said that he had spent all day trying to reach his brother, Kalu, who lived in the building, but that his brother’s phone was off. “We have not gotten any kind of information about whether he is injured or dead,” he said in a phone interview. Kalu Kha, a 30-year-old salesman who works in a fruit and vegetable shop, had been planning to travel home to India next month, his brother said; his wedding date is set for July 22."
